"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar proceso de compra exitoso en la pagina saucedemo.com","Iniciar Sesion y realizar una compra exitosa","SUCCESS","2024-02-19T16:14:14.67-05:00[America/Bogota]","0.0","16.4"
